Treatment;Genotype;Plate;Rep;Label;Area_px;Area_mm2;Area_cm2;Carbon;Concentration;Time
Control;fleQ;66;262;Control (15).JPG;14904;238,8078834;2,388078834;Control;0;48 h
Control;iol;66;263;Control (15).JPG;92505;1482,214389;14,82214389;Control;0;48 h
Control;WT;66;264;Control (15).JPG;183198;2935,394969;29,35394969;Control;0;48 h
Control;gacA;67;265;Control (14).JPG;5389;86,34834161;0,863483416;Control;0;48 h
Control;fleQ;67;266;Control (14).JPG;6690;107,1943599;1,071943599;Control;0;48 h
Control;iol;67;267;Control (14).JPG;155423;2490,35411;24,9035411;Control;0;48 h
Control;WT;67;268;Control (14).JPG;177984;2851,850665;28,51850665;Control;0;48 h
Control;gacA;68;269;Control (13).JPG;3196;51,20974203;0,51209742;Control;0;48 h
Control;fleQ;68;270;Control (13).JPG;7282;116,6800192;1,166800192;Control;0;48 h
Control;iol;68;271;Control (13).JPG;250802;4018,618811;40,18618811;Control;0;48 h
Control;WT;68;272;Control (13).JPG;143837;2304,710784;23,04710784;Control;0;48 h
Control;gacA;69;273;Control (12).JPG;5809;93,07803237;0,930780324;Control;0;48 h
Control;fleQ;69;274;Control (12).JPG;16294;261,0799551;2,610799551;Control;0;48 h
Control;iol;69;275;Control (12).JPG;255434;4092,837686;40,92837686;Control;0;48 h
Control;WT;69;276;Control (12).JPG;120816;1935,843615;19,35843615;Control;0;48 h
Control;gacA;70;277;Control (11).JPG;5437;87,11744913;0,871174491;Control;0;48 h
Control;fleQ;70;278;Control (11).JPG;24929;399,4391924;3,994391924;Control;0;48 h
Control;iol;70;279;Control (11).JPG;114020;1826,950809;18,26950809;Control;0;48 h
Control;WT;70;280;Control (11).JPG;137046;2195,898093;21,95898093;Control;0;48 h
Control;gacA;71;281;Control (10).JPG;315906;5061,78497;50,6178497;Control;0;48 h
Control;fleQ;71;282;Control (10).JPG;7146;114,5008813;1,145008813;Control;0;48 h
Control;iol;71;283;Control (10).JPG;21473;344,0634514;3,440634514;Control;0;48 h
Control;WT;71;284;Control (10).JPG;200770;3216,952411;32,16952411;Control;0;48 h
Control;gacA;72;285;Control (9).JPG;6267;100,4165999;1,004165999;Control;0;48 h
Control;fleQ;72;286;Control (9).JPG;11904;190,7386637;1,907386637;Control;0;48 h
Control;iol;72;287;Control (9).JPG;135763;2175,34049;21,7534049;Control;0;48 h
Control;WT;72;288;Control (9).JPG;324147;5193,831117;51,93831117;Control;0;48 h
Control;gacA;73;289;Control (8).JPG;5348;85,69139561;0,856913956;Control;0;48 h
Control;fleQ;73;290;Control (8).JPG;15078;241,5958981;2,415958981;Control;0;48 h
Control;iol;73;291;Control (8).JPG;143566;2300,368531;23,00368531;Control;0;48 h
Control;WT;73;292;Control (8).JPG;82742;1325,781125;13,25781125;Control;0;48 h
Control;gacA;74;293;Control (7).JPG;4633;74,23489825;0,742348983;Control;0;48 h
Control;fleQ;74;294;Control (7).JPG;11726;187,8865566;1,878865566;Control;0;48 h
Control;iol;74;295;Control (7).JPG;126738;2030,732254;20,30732254;Control;0;48 h
Control;WT;74;296;Control (7).JPG;146880;2353,468995;23,53468995;Control;0;48 h
Control;gacA;75;297;Control (6).JPG;6481;103,8455376;1,038455376;Control;0;48 h
Control;fleQ;75;298;Control (6).JPG;16531;264,8774235;2,648774235;Control;0;48 h
Control;iol;75;299;Control (6).JPG;166802;2672,68066;26,7268066;Control;0;48 h
Control;WT;75;300;Control (6).JPG;140620;2253,164557;22,53164557;Control;0;48 h
Control;gacA;76;301;Control (5).JPG;3790;60,72744752;0,607274475;Control;0;48 h
Control;fleQ;76;302;Control (5).JPG;7629;122,2400256;1,222400256;Control;0;48 h
Control;iol;76;303;Control (5).JPG;412959;6616,872296;66,16872296;Control;0;48 h
Control;WT;76;304;Control (5).JPG;148270;2375,741067;23,75741067;Control;0;48 h
Control;gacA;77;305;Control (4).JPG;5006;80,21150457;0,802115046;Control;0;48 h
Control;fleQ;77;306;Control (4).JPG;11815;189,3126102;1,893126102;Control;0;48 h
Control;iol;77;307;Control (4).JPG;110999;1778,545105;17,78545105;Control;0;48 h
Control;WT;77;308;Control (4).JPG;144896;2321,679218;23,21679218;Control;0;48 h
Control;gacA;78;309;Control (3).JPG;2663;42,669444;0,42669444;Control;0;48 h
Control;fleQ;78;310;Control (3).JPG;13935;223,2815254;2,232815254;Control;0;48 h
Control;iol;78;311;Control (3).JPG;128608;2060,695401;20,60695401;Control;0;48 h
Control;WT;78;312;Control (3).JPG;141210;2262,61817;22,6261817;Control;0;48 h
Control;gacA;79;313;Control (2).JPG;4570;73,22544464;0,732254446;Control;0;48 h
Control;fleQ;79;314;Control (2).JPG;11987;192,0685788;1,920685788;Control;0;48 h
Control;iol;79;315;Control (2).JPG;314702;5042,49319;50,4249319;Control;0;48 h
Control;WT;79;316;Control (2).JPG;349972;5607,626983;56,07626983;Control;0;48 h
Control;gacA;80;317;Control (1).JPG;5058;81,04470437;0,810447044;Control;0;48 h
Control;fleQ;80;318;Control (1).JPG;12326;197,5004006;1,975004006;Control;0;48 h
Control;iol;80;319;Control (1).JPG;297570;4767,9859;47,679859;Control;0;48 h
Control;WT;80;320;Control (1).JPG;346977;5559,637879;55,59637879;Control;0;48 h
Glc 10 mM;gacA;81;321;10mM GLU (20).JPG;4915;78,7534049;0,787534049;Glc;10;48 h
Glc 10 mM;fleQ;81;322;10mM GLU (20).JPG;6777;108,5883672;1,085883672;Glc;10;48 h
Glc 10 mM;iol;81;323;10mM GLU (20).JPG;5103;81,76574267;0,817657427;Glc;10;48 h
Glc 10 mM;WT;81;324;10mM GLU (20).JPG;5078;81,36516584;0,813651658;Glc;10;48 h
Glc 10 mM;gacA;82;325;10mM GLU (19).JPG;3457;55,39176414;0,553917641;Glc;10;48 h
Glc 10 mM;fleQ;82;326;10mM GLU (19).JPG;5661;90,70661753;0,907066175;Glc;10;48 h
Glc 10 mM;iol;82;327;10mM GLU (19).JPG;4680;74,9879827;0,749879827;Glc;10;48 h
Glc 10 mM;WT;82;328;10mM GLU (19).JPG;4371;70,03685307;0,700368531;Glc;10;48 h
Glc 10 mM;gacA;83;329;10mM GLU (18).JPG;3295;52,79602628;0,527960263;Glc;10;48 h
Glc 10 mM;fleQ;83;330;10mM GLU (18).JPG;2601;41,67601346;0,416760135;Glc;10;48 h
Glc 10 mM;iol;83;331;10mM GLU (18).JPG;5328;85,37093415;0,853709341;Glc;10;48 h
Glc 10 mM;WT;83;332;10mM GLU (18).JPG;6511;104,3262298;1,043262298;Glc;10;48 h
Glc 10 mM;gacA;84;333;10mM GLU (17).JPG;3591;57,53885595;0,57538856;Glc;10;48 h
Glc 10 mM;fleQ;84;334;10mM GLU (17).JPG;3847;61,6407627;0,616407627;Glc;10;48 h
Glc 10 mM;iol;84;335;10mM GLU (17).JPG;3297;52,82807242;0,528280724;Glc;10;48 h
Glc 10 mM;WT;84;336;10mM GLU (17).JPG;8239;132,0141003;1,320141003;Glc;10;48 h
Glc 10 mM;gacA;85;337;10mM GLU (16).JPG;3789;60,71142445;0,607114245;Glc;10;48 h
Glc 10 mM;fleQ;85;338;10mM GLU (16).JPG;5631;90,22592533;0,902259253;Glc;10;48 h
Glc 10 mM;iol;85;339;10mM GLU (16).JPG;4346;69,63627624;0,696362762;Glc;10;48 h
Glc 10 mM;WT;85;340;10mM GLU (16).JPG;3983;63,81990066;0,638199007;Glc;10;48 h
Glc 10 mM;gacA;86;341;10mM GLU (15).JPG;3421;54,8149335;0,548149335;Glc;10;48 h
Glc 10 mM;fleQ;86;342;10mM GLU (15).JPG;4308;69,02739946;0,690273995;Glc;10;48 h
Glc 10 mM;iol;86;343;10mM GLU (15).JPG;4620;74,0265983;0,740265983;Glc;10;48 h
Glc 10 mM;WT;86;344;10mM GLU (15).JPG;7808;125,1081557;1,251081557;Glc;10;48 h
Glc 10 mM;gacA;87;345;10mM GLU (14).JPG;3410;54,6386797;0,546386797;Glc;10;48 h
Glc 10 mM;fleQ;87;346;10mM GLU (14).JPG;4949;79,29818939;0,792981894;Glc;10;48 h
Glc 10 mM;iol;87;347;10mM GLU (14).JPG;9699;155,4077872;1,554077872;Glc;10;48 h
Glc 10 mM;WT;87;348;10mM GLU (14).JPG;7121;114,1003044;1,141003044;Glc;10;48 h
Glc 10 mM;gacA;88;349;10mM GLU (13).JPG;3742;59,95834001;0,5995834;Glc;10;48 h
Glc 10 mM;fleQ;88;350;10mM GLU (13).JPG;4421;70,83800673;0,708380067;Glc;10;48 h
Glc 10 mM;iol;88;351;10mM GLU (13).JPG;12387;198,477808;1,98477808;Glc;10;48 h
Glc 10 mM;WT;88;352;10mM GLU (13).JPG;10691;171,3026759;1,713026759;Glc;10;48 h
Glc 10 mM;gacA;89;353;10mM GLU (12).JPG;3599;57,66704054;0,576670405;Glc;10;48 h
Glc 10 mM;fleQ;89;354;10mM GLU (12).JPG;5545;88,84794104;0,88847941;Glc;10;48 h
Glc 10 mM;iol;89;355;10mM GLU (12).JPG;9486;151,9948726;1,519948726;Glc;10;48 h
Glc 10 mM;WT;89;356;10mM GLU (12).JPG;10452;167,4731614;1,674731614;Glc;10;48 h
Glc 10 mM;gacA;90;357;10mM GLU (11).JPG;3693;59,17320942;0,591732094;Glc;10;48 h
Glc 10 mM;fleQ;90;358;10mM GLU (11).JPG;3907;62,60214709;0,626021471;Glc;10;48 h
Glc 10 mM;iol;90;359;10mM GLU (11).JPG;2679;42,92581317;0,429258132;Glc;10;48 h
Glc 10 mM;WT;90;360;10mM GLU (11).JPG;15623;250,328473;2,50328473;Glc;10;48 h
Glc 10 mM;gacA;91;361;10mM GLU (10).JPG;3357;53,78945682;0,537894568;Glc;10;48 h
Glc 10 mM;fleQ;91;362;10mM GLU (10).JPG;6580;105,4318218;1,054318218;Glc;10;48 h
Glc 10 mM;iol;91;363;10mM GLU (10).JPG;11004;176,3178978;1,763178978;Glc;10;48 h
Glc 10 mM;WT;91;364;10mM GLU (10).JPG;6729;107,8192597;1,078192597;Glc;10;48 h
Glc 10 mM;gacA;92;365;10mM GLU (9).JPG;3903;62,5380548;0,625380548;Glc;10;48 h
Glc 10 mM;fleQ;92;366;10mM GLU (9).JPG;4651;74,52331357;0,745233136;Glc;10;48 h
Glc 10 mM;iol;92;367;10mM GLU (9).JPG;7026;112,5781125;1,125781125;Glc;10;48 h
Glc 10 mM;WT;92;368;10mM GLU (9).JPG;9388;150,4246114;1,504246114;Glc;10;48 h
Glc 10 mM;gacA;93;369;10mM GLU (8).JPG;3162;50,66495754;0,506649575;Glc;10;48 h
Glc 10 mM;fleQ;93;370;10mM GLU (8).JPG;5771;92,46915558;0,924691556;Glc;10;48 h
Glc 10 mM;iol;93;371;10mM GLU (8).JPG;6019;96,44287774;0,964428777;Glc;10;48 h
Glc 10 mM;WT;93;372;10mM GLU (8).JPG;3842;61,56064733;0,615606473;Glc;10;48 h
Glc 10 mM;gacA;94;373;10mM GLU (7).JPG;3741;59,94231694;0,599423169;Glc;10;48 h
Glc 10 mM;fleQ;94;374;10mM GLU (7).JPG;3391;54,33424131;0,543342413;Glc;10;48 h
Glc 10 mM;iol;94;375;10mM GLU (7).JPG;5158;82,6470117;0,826470117;Glc;10;48 h
Glc 10 mM;WT;94;376;10mM GLU (7).JPG;12324;197,4683544;1,974683544;Glc;10;48 h
Glc 10 mM;gacA;95;377;10mM GLU (6).JPG;3875;62,08940875;0,620894087;Glc;10;48 h
Glc 10 mM;fleQ;95;378;10mM GLU (6).JPG;6605;105,8323987;1,058323987;Glc;10;48 h
Glc 10 mM;iol;95;379;10mM GLU (6).JPG;7140;114,4047428;1,144047428;Glc;10;48 h
Glc 10 mM;WT;95;380;10mM GLU (6).JPG;11599;185,8516263;1,858516263;Glc;10;48 h
Glc 10 mM;gacA;96;381;10mM GLU (5).JPG;7673;122,9450409;1,229450409;Glc;10;48 h
Glc 10 mM;fleQ;96;382;10mM GLU (5).JPG;4598;73,67409069;0,736740907;Glc;10;48 h
Glc 10 mM;iol;96;383;10mM GLU (5).JPG;6993;112,0493511;1,120493511;Glc;10;48 h
Glc 10 mM;WT;96;384;10mM GLU (5).JPG;4628;74,15478289;0,741547829;Glc;10;48 h
Glc 10 mM;gacA;97;385;10mM GLU (4).JPG;3343;53,56513379;0,535651338;Glc;10;48 h
Glc 10 mM;fleQ;97;386;10mM GLU (4).JPG;9144;146,5149816;1,465149816;Glc;10;48 h
Glc 10 mM;iol;97;387;10mM GLU (4).JPG;6951;111,376382;1,11376382;Glc;10;48 h
Glc 10 mM;WT;97;388;10mM GLU (4).JPG;9576;153,4369492;1,534369492;Glc;10;48 h
Glc 10 mM;gacA;98;389;10mM GLU (3).JPG;7019;112,465951;1,12465951;Glc;10;48 h
Glc 10 mM;fleQ;98;390;10mM GLU (3).JPG;3903;62,5380548;0,625380548;Glc;10;48 h
Glc 10 mM;iol;98;391;10mM GLU (3).JPG;5502;88,15894889;0,881589489;Glc;10;48 h
Glc 10 mM;WT;98;392;10mM GLU (3).JPG;6083;97,46835443;0,974683544;Glc;10;48 h
Glc 10 mM;gacA;99;393;10mM GLU (2).JPG;2947;47,2199968;0,472199968;Glc;10;48 h
Glc 10 mM;fleQ;99;394;10mM GLU (2).JPG;4245;68,01794584;0,680179458;Glc;10;48 h
Glc 10 mM;iol;99;395;10mM GLU (2).JPG;5713;91,53981734;0,915398173;Glc;10;48 h
Glc 10 mM;WT;99;396;10mM GLU (2).JPG;12171;195,0168242;1,950168242;Glc;10;48 h
Glc 10 mM;gacA;100;397;10mM GLU (1).JPG;3179;50,93734978;0,509373498;Glc;10;48 h
Glc 10 mM;fleQ;100;398;10mM GLU (1).JPG;5478;87,77439513;0,877743951;Glc;10;48 h
Glc 10 mM;iol;100;399;10mM GLU (1).JPG;12310;197,2440314;1,972440314;Glc;10;48 h
Glc 10 mM;WT;100;400;10mM GLU (1).JPG;6138;98,34962346;0,983496235;Glc;10;48 h
